2025-02-18 15:58:37,024: Log 19

2025-02-18 15:58:37,024: Log 20

2025-02-18 15:58:37,024: Attempting to open serial XBee connection.
2025-02-18 15:58:37,029: Serial port opened.
2025-02-18 15:59:47,380: Received payload. RSSI: -32, Decoded message: AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA93
2025-02-18 15:59:49,323: Received payload. RSSI: -21, Decoded message: AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA95
2025-02-18 15:59:51,408: Received payload. RSSI: -21, Decoded message: AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA97
2025-02-18 16:00:00,491: Received payload. RSSI: -38, Decoded message: AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA106
2025-02-18 16:00:01,377: Received payload. RSSI: -56, Decoded message: AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA107
2025-02-18 16:00:02,379: Received payload. RSSI: -45, Decoded message: AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA108
2025-02-18 16:00:03,433: Received payload. RSSI: -48, Decoded message: AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA109
2025-02-18 16:00:12,430: Received payload. RSSI: -50, Decoded message: AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA118
2025-02-18 16:00:25,473: Received payload. RSSI: -32, Decoded message: AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA131
2025-02-18 16:00:55,592: Received payload. RSSI: -15, Decoded message: AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA161
2025-02-18 16:01:16,673: Received payload. RSSI: -12, Decoded message: AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA182
